2026-05-15 19:31:21.065 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2026-05-15 20:34:59.164 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 20:34:59.175 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 20:35:59.173 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 20:36:59.174 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 20:37:43.797 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 20:37:51.172 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 20:38:21.170 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 7ms - Status: 200
2026-05-15 20:38:59.172 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 20:39:59.176 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 20:40:59.173 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 20:41:59.174 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 20:42:59.176 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 13ms - Status: 200
2026-05-15 20:43:59.174 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 20:44:59.173 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 20:45:59.172 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 20:46:59.171 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 20:47:59.173 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 20:48:59.174 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 20:49:59.170 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 20:50:59.172 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 20:51:59.172 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 20:52:59.176 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 13ms - Status: 200
2026-05-15 20:53:59.171 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 20:54:59.172 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 20:55:59.170 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 7ms - Status: 200
2026-05-15 20:56:59.176 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 13ms - Status: 200
2026-05-15 20:57:59.173 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 20:58:59.171 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 20:59:59.173 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:00:59.173 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 21:01:59.172 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:02:59.171 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 7ms - Status: 200
2026-05-15 21:03:21.176 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 12ms - Status: 200
2026-05-15 21:03:51.171 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:04:59.172 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:05:59.173 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:06:59.172 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:07:59.174 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 21:08:59.171 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:09:59.175 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 12ms - Status: 200
2026-05-15 21:10:59.171 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:11:59.171 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 7ms - Status: 200
2026-05-15 21:12:59.175 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:13:59.170 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 7ms - Status: 200
2026-05-15 21:14:59.171 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:15:59.171 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:16:59.172 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:17:59.172 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:18:59.172 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 21:19:59.177 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 14ms - Status: 200
2026-05-15 21:20:59.174 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:21:59.171 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:22:59.173 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:23:59.169 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 6ms - Status: 200
2026-05-15 21:24:59.170 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 7ms - Status: 200
2026-05-15 21:25:59.172 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 21:26:59.212 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 47ms - Status: 200
2026-05-15 21:27:59.179 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 15ms - Status: 200
2026-05-15 21:28:59.184 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 21ms - Status: 200
2026-05-15 21:29:59.182 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 19ms - Status: 200
2026-05-15 21:30:59.175 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:31:59.178 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 14ms - Status: 200
2026-05-15 21:32:59.175 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 12ms - Status: 200
2026-05-15 21:33:59.180 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 17ms - Status: 200
2026-05-15 21:34:59.177 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 14ms - Status: 200
2026-05-15 21:35:59.164 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:35:59.180 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 14ms - Status: 200
2026-05-15 21:36:59.176 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 13ms - Status: 200
2026-05-15 21:37:59.185 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 21ms - Status: 200
2026-05-15 21:38:59.177 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 14ms - Status: 200
2026-05-15 21:39:59.176 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 13ms - Status: 200
2026-05-15 21:40:19.271 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2026-05-15 21:40:19.409 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2026-05-15 21:40:19.420 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-05-15 21:40:19.429 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-05-15 21:40:19.437 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-05-15 21:41:12.452 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2026-05-15 21:41:12.537 [main] INFO  c.h.m.HotelManagementApplication - Starting HotelManagementApplication using Java 17.0.18 with PID 15132 (C:\Users\quang\Documents\datn\Phanla\hotel-managent\hotel-management\target\classes started by quang in C:\Users\quang\Documents\datn\Phanla\hotel-managent\hotel-management)
2026-05-15 21:41:12.538 [main] INFO  c.h.m.HotelManagementApplication - No active profile set, falling back to 1 default profile: "default"
2026-05-15 21:41:13.909 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-05-15 21:41:14.091 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 157 ms. Found 7 JPA repository interfaces.
2026-05-15 21:41:14.972 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-05-15 21:41:14.991 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-05-15 21:41:14.996 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-05-15 21:41:14.997 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.52]
2026-05-15 21:41:15.113 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-05-15 21:41:15.115 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2523 ms
2026-05-15 21:41:15.397 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-05-15 21:41:15.502 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.6.42.Final
2026-05-15 21:41:15.568 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-05-15 21:41:15.904 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-05-15 21:41:15.946 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-05-15 21:41:16.339 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@673a9db4
2026-05-15 21:41:16.341 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-05-15 21:41:16.404 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-05-15 21:41:16.407 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2026-05-15 21:41:16.440 [main] INFO  o.hibernate.orm.connections.pooling - HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 8.0
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2026-05-15 21:41:17.927 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-05-15 21:41:18.068 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-05-15 21:41:18.378 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-05-15 21:41:20.088 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-05-15 21:41:20.362 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: c64374c6-53d8-4844-b2f4-b5fcc8c3e256

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-05-15 21:41:20.380 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2026-05-15 21:41:20.871 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-05-15 21:41:20.911 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-05-15 21:41:20.925 [main] INFO  c.h.m.HotelManagementApplication - Started HotelManagementApplication in 9.047 seconds (process running for 9.49)
2026-05-15 21:41:21.074 [main] INFO  c.h.m.s.PasswordMigrationRunner - Migrated 0 accounts to BCrypt
2026-05-15 21:41:21.134 [main] INFO  c.h.m.config.DatabaseMigrationRunner - Database migration completed successfully
2026-05-15 21:41:59.234 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-05-15 21:41:59.235 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-05-15 21:41:59.236 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2026-05-15 21:41:59.542 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 303ms - Status: 200
2026-05-15 21:42:24.155 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 32ms - Status: 200
2026-05-15 21:42:25.196 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:42:25.196 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:42:25.199 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:42:25.199 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:42:25.224 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 33ms - Status: 200
2026-05-15 21:42:25.253 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 49ms - Status: 200
2026-05-15 21:42:25.255 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 29ms - Status: 200
2026-05-15 21:42:25.281 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 27ms - Status: 200
2026-05-15 21:42:25.306 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 105ms - Status: 200
2026-05-15 21:42:25.386 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 80ms - Status: 200
2026-05-15 21:42:27.327 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/invoices - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 0ms - Status: 200
2026-05-15 21:42:27.327 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/invoices - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:42:27.354 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/invoices - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 24ms - Status: 200
2026-05-15 21:42:27.379 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/invoices - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 24ms - Status: 200
2026-05-15 21:42:28.226 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:42:28.226 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:42:28.226 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 0ms - Status: 200
2026-05-15 21:42:28.226 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 0ms - Status: 200
2026-05-15 21:42:28.246 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 16ms - Status: 200
2026-05-15 21:42:28.253 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 23ms - Status: 200
2026-05-15 21:42:28.260 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 13ms - Status: 200
2026-05-15 21:42:28.283 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 29ms - Status: 200
2026-05-15 21:42:28.291 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/5/8ac6d2da-316e-4eaf-ab36-4e5c42bfa20d.png - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 18ms - Status: 200
2026-05-15 21:42:28.293 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/4/f4bf6089-c008-4065-abf9-ad8af531c1e7.png - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 19ms - Status: 200
2026-05-15 21:42:28.294 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/3/5b164591-a960-4c94-a6fa-4a0597932e01.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 21ms - Status: 200
2026-05-15 21:42:28.297 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/7/c5d422e7-f56a-41ba-87e7-c51370562519.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 22ms - Status: 200
2026-05-15 21:42:29.368 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 22ms - Status: 200
2026-05-15 21:42:29.394 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 25ms - Status: 200
